Year,Semester,Instructor,Subj,Crse,A,B,C,D,F,W
2017,Spring,"Kang’a, Simon",BIOL,D011,6,8,7,1,2,1
2017,Spring,"Kang’a, Simon",BIOL,D011,8,5,3,1,7,2
2017,Spring,"Kang’a, Simon",BIOL,D011,6,8,6,3,1,1
2017,Spring,"Morikang, Ebenezer",BIOL,D011,4,6,4,0,1,3
2017,Spring,"Bram, Jason",BIOL,D013,18,6,6,0,0,6
2017,Spring,"Daniel, Ann",BIOL,D026,6,3,5,0,0,2
2017,Spring,"Bordignon, Guido",BIOL,D026,8,12,6,0,0,1
2017,Spring,"Bordignon, Guido",BIOL,D026,12,9,4,0,0,0
2017,Spring,"Sengupta, Lakshmikanta",BIOL,D040A,3,6,7,4,7,7
2017,Spring,"Sengupta, Lakshmikanta",BIOL,D040A,6,9,9,3,4,4
2017,Spring,"Hardin, Rosemary",BIOL,D040B,6,7,7,5,4,2
2017,Spring,"Hardin, Rosemary",BIOL,D040B,7,11,10,2,1,5
2017,Spring,"Kalpin, Robert",BIOL,D040C,13,12,9,1,0,0
2017,Spring,"Kalpin, Robert",BIOL,D040C,10,14,9,1,1,1
2017,Spring,"Balabanian, Nora",BIOL,D040C,9,19,5,0,0,0
2017,Spring,"Balabanian, Nora",BIOL,D040C,19,9,7,1,0,0
2017,Spring,"Balabanian, Nora",BIOL,D040C,20,5,3,0,0,1
2017,Spring,"Miller, Anne",BIOL,D045,9,8,1,0,1,0
2017,Spring,"Miller, Anne",BIOL,D045,5,7,6,2,3,7
2017,Spring,"Cuff-Alvarado, Judy",BIOL,D054I,16,8,7,0,3,3
2017,Spring,"Cuff-Alvarado, Judy",BIOL,D054J,14,10,10,1,2,3
2017,Spring,"Heyer, Bruce",BIOL,D06AH,0,1,1,0,0,0
2017,Spring,"Heyer, Bruce",BIOL,D06AH,0,1,0,0,0,0
2017,Spring,"Mcpartlan, Elizabeth",BIOL,D06CH,1,1,0,0,0,0
2017,Spring,"Mcpartlan, Elizabeth",BIOL,D06CH,2,0,0,0,0,0
2017,Spring,"Bram, Jason",BIOL,D077,1,0,0,0,0,0
2017,Spring,"Bram, Jason",BIOL,D077Y,3,0,0,0,0,0
2017,Spring,"Bram, Jason",BIOL,D087,2,0,0,0,0,0
2017,Spring,"Niedermier, Gary",BUS,D010,13,9,7,1,8,5
2017,Spring,"Lilly, Byron",BUS,D010,10,9,9,8,6,3
2017,Spring,"Fritz, Michele",BUS,D010,15,8,6,2,4,6
2017,Spring,"Garbe, Emily",BUS,D010,29,5,6,3,2,3
2017,Spring,"Garbe, Emily",BUS,D010,30,14,6,0,1,2
2017,Spring,"Karia, Manisha",BUS,D010,42,7,5,0,1,1
2017,Spring,"Niedermier, Gary",BUS,D010,20,14,4,0,5,7
2017,Spring,"Bennett, Brian",BUS,D010,5,6,10,5,13,4
2017,Spring,"Lilly, Byron",BUS,D010,23,14,7,3,1,11
2017,Spring,"Hernandez, Guillermo",BUS,D010,30,1,1,1,3,5
2017,Spring,"Spencer, Sandra",BUS,D018,8,11,4,1,5,7
2017,Spring,"Spencer, Sandra",BUS,D018,8,8,7,0,5,1
2017,Spring,"Gough, Walter",BUS,D018,8,7,15,6,3,8
2017,Spring,"Lilly, Byron",BUS,D018,11,9,9,4,7,9
2017,Spring,"Ritchie, John",BUS,D018,25,17,5,3,2,1
2017,Spring,"Salah, Danny",BUS,D018,12,12,5,2,5,4
2017,Spring,"Salah, Danny",BUS,D018,22,16,2,0,2,2
2017,Spring,"Gough, Walter",BUS,D018,5,9,15,9,2,5
2017,Spring,"Lilly, Byron",BUS,D021,11,16,11,0,3,11
2017,Spring,"Cappello, Emmanuele",BUS,D055,9,7,6,1,10,2
2017,Spring,"Karia, Manisha",BUS,D056,38,7,3,0,1,5
2017,Spring,"Karia, Manisha",BUS,D057,14,6,4,2,3,5
2017,Spring,"Takyi, Oduro",BUS,D058,8,5,4,0,13,10
2017,Spring,"Garbe, Emily",BUS,D059,27,4,2,0,2,6
2017,Spring,"Yurtseven, Lale",BUS,D060,25,9,3,0,5,8
2017,Spring,"Hernandez, Guillermo",BUS,D070,15,2,4,2,5,12
2017,Spring,"Spencer, Sandra",BUS,D085,6,4,0,0,4,1
2017,Spring,"Morgan, Dionne",BUS,D089,12,12,2,5,10,6
2017,Spring,"Bennett, Brian",BUS,D090,7,13,8,4,4,4
2017,Spring,"Shan, Wenlei",BUS,D090,14,12,6,2,3,7
2017,Spring,"Salah, Danny",BUS,D091,9,13,6,2,10,4
2017,Spring,"Fritz, Michele",BUS,D096,21,18,9,0,0,4
2017,Spring,"Sun, Li",C D,D010G,13,8,7,0,2,1
2017,Spring,"Wilkie, Zana",C D,D010G,15,2,7,1,5,1
2017,Spring,"Sun, Li",C D,D010G,0,9,10,0,4,2
2017,Spring,"Qian, Ping",C D,D010G,9,7,6,2,1,4
2017,Spring,"Leal, Ana",C D,D010G,14,7,5,1,1,1
2017,Spring,"Seer, Natalie",C D,D010H,19,5,2,1,4,1
2017,Spring,"Buchanan, Angela",C D,D010H,3,4,6,0,2,3
2017,Spring,"Sun, Li",C D,D010H,5,3,11,0,2,2
2017,Spring,"Leal, Ana",C D,D010H,23,7,3,0,2,2
2017,Spring,"Kennedy, Julie",C D,D012,24,2,0,0,0,2
2017,Spring,"Cruz, Mayra",C D,D012,12,6,1,0,4,2
2017,Spring,"Vargas, Nellie",C D,D012,30,3,0,2,2,2
2017,Spring,"Maleksalehi, Jila",C D,D012,23,5,1,0,2,4
2017,Spring,"Sun, Li",C D,D050,7,10,3,0,4,2
2017,Spring,"Vargas, Nellie",C D,D050,32,6,1,0,2,0
2017,Spring,"Maleksalehi, Jila",C D,D050,24,5,2,1,0,0
2017,Spring,"Langfelder, Diane",C D,D051A,2,1,1,0,0,1
2017,Spring,"Langfelder, Diane",C D,D051A,3,2,0,0,0,1
2017,Spring,"Langfelder, Diane",C D,D051B,3,2,0,0,0,0
2017,Spring,"Langfelder, Diane",C D,D051B,1,3,0,0,0,0
2017,Spring,"Wilkie, Zana",C D,D052,28,11,2,1,3,3
2017,Spring,"De Motta, Phyllis",C D,D053,11,3,3,0,3,2
2017,Spring,"De Motta, Phyllis",C D,D054,19,23,1,0,1,3
2017,Spring,"Sun, Li",C D,D055,6,5,4,0,1,4
2017,Spring,"Roy, Jayanti",C D,D056,15,4,0,0,4,1
2017,Spring,"Vargas, Nellie",C D,D057,26,0,0,0,0,0
2017,Spring,"Zarghami, Fatemeh",C D,D058,11,2,1,1,2,4
2017,Spring,"Ferrer, Frederick",C D,D059H,20,7,1,1,4,1
2017,Spring,"Roy, Jayanti",C D,D061,16,8,1,0,2,1
2017,Spring,"Vargas, Nellie",C D,D064,35,12,1,0,0,0
2017,Spring,"Zarghami, Fatemeh",C D,D068,26,6,2,0,0,3
2017,Spring,"Talamantez, Rachel",C D,D074,12,0,0,0,0,3
2017,Spring,"Muzzi, Cinzia",CHEM,D001A,7,8,7,2,2,4
2017,Spring,"Muzzi, Cinzia",CHEM,D001A,7,7,7,5,2,2
2017,Spring,"Tong, Homer",CHEM,D001A,7,4,10,3,0,3
2017,Spring,"Tong, Homer",CHEM,D001A,6,8,6,1,2,5
2017,Spring,"Muzzi, Cinzia",CHEM,D001A,8,6,8,4,3,1
2017,Spring,"Gray, David",CHEM,D001B,10,14,3,0,2,0
2017,Spring,"Gray, David",CHEM,D001B,10,11,5,4,0,0
2017,Spring,"Jones, Ian",CHEM,D001B,4,12,11,0,1,1
2017,Spring,"Jones, Ian",CHEM,D001B,12,7,3,0,2,5
2017,Spring,"Subramaniam, Ramachandran",CHEM,D001C,12,11,5,1,1,0
2017,Spring,"Subramaniam, Ramachandran",CHEM,D001C,17,8,1,0,0,2
2017,Spring,"Cihonski, John",CHEM,D001C,2,12,9,2,2,2
2017,Spring,"Cihonski, John",CHEM,D001C,1,7,11,3,4,4
2017,Spring,"Deming, Christopher",CHEM,D010,10,8,3,0,2,3
2017,Spring,"Deming, Christopher",CHEM,D010,7,3,6,3,5,1
2017,Spring,"O’Neill, John",CHEM,D010,5,7,5,2,0,2
2017,Spring,"Khouderchah, Nada",CHEM,D012B,3,5,14,1,0,3
2017,Spring,"Khouderchah, Nada",CHEM,D012B,2,5,5,0,2,1
2017,Spring,"Woodbury, Erik",CHEM,D012C,6,8,2,0,1,10
2017,Spring,"Woodbury, Erik",CHEM,D012C,10,10,7,1,0,1
2017,Spring,"Gray, David",CHEM,D025,6,7,5,2,2,4
2017,Spring,"Gray, David",CHEM,D025,5,5,0,4,3,6
2017,Spring,"Zlatogorov, Elena",CHEM,D025,14,2,2,0,0,3
2017,Spring,"Zlatogorov, Elena",CHEM,D025,12,6,4,0,0,3
2017,Spring,"Tong, Homer",CHEM,D025,4,5,11,1,2,2
2017,Spring,"Maxwell, James",CHEM,D030A,17,7,5,1,0,0
2017,Spring,"Sharma, Anu",CHEM,D030A,25,3,0,0,0,1
2017,Spring,"Sharma, Anu",CHEM,D030A,20,1,3,0,1,4
2017,Spring,"Ramakrishna, Hema",CHEM,D030B,9,4,3,1,1,9
2017,Spring,"Muzzi, Cinzia",CHEM,D077,0,0,0,0,0,0
2017,Spring,"Hepburn, William",CIS,D002,6,8,4,3,6,2
2017,Spring,"Morgan Jr, Alexander",CIS,D003,19,15,4,0,1,4
2017,Spring,"Morgan Jr, Alexander",CIS,D003,21,10,2,0,0,3
2017,Spring,"Hepburn, William",CIS,D003,3,15,13,9,11,0
2017,Spring,"Dundurs, Karina",CIS,D003,22,9,5,3,4,1
2017,Spring,"Whitehill, Anita",CIS,D003,29,25,2,0,3,1
2017,Spring,"Sherby, Mark",CIS,D004,17,14,2,3,3,0
2017,Spring,"Dundurs, Karina",CIS,D004,7,6,2,3,7,10
2017,Spring,"May-Pumphrey, Mary",CIS,D004,22,8,3,0,0,12
2017,Spring,"Linn Jr, Arthur",CIS,D014A,15,6,3,0,4,9
2017,Spring,"May-Pumphrey, Mary",CIS,D018A,13,11,3,2,4,4
2017,Spring,"Krishnamurthy, Lalitha",CIS,D018A,19,5,2,0,2,3
2017,Spring,"Oldham, Ira",CIS,D022A,12,6,6,3,1,18
2017,Spring,"Lee-Klawender, Cynthia",CIS,D022A,8,9,9,3,8,8
2017,Spring,"Parrish, Jennifer",CIS,D022A,20,12,4,0,1,6
2017,Spring,"Goel, Manish",CIS,D022A,21,4,3,0,9,4
2017,Spring,"Alameer, Abeer",CIS,D022A,15,13,7,0,3,7
2017,Spring,"Yu, Linyun",CIS,D022A,12,9,6,0,8,3
2017,Spring,"Pacheco, Hellen",CIS,D022A,16,6,4,2,7,5
2017,Spring,"Ahrens, Edward",CIS,D022A,40,2,1,1,4,1
2017,Spring,"Yeh, Shu",CIS,D022A,25,3,4,0,1,5
2017,Spring,"Pape, Mary",CIS,D022B,17,12,3,1,3,2
2017,Spring,"Yu, Linyun",CIS,D022B,19,12,3,0,4,2
2017,Spring,"Oldham, Ira",CIS,D022B,28,5,3,0,1,3
2017,Spring,"So, Hann",CIS,D022B,11,5,4,3,6,7
2017,Spring,"Goel, Manish",CIS,D022B,12,10,3,0,6,2
2017,Spring,"Pacheco, Hellen",CIS,D022B,30,7,3,1,1,7
2017,Spring,"Bates, Ronney",CIS,D022B,29,6,4,1,3,3
2017,Spring,"Goel, Manish",CIS,D022C,21,7,4,0,2,3
2017,Spring,"Parrish, Jennifer",CIS,D022C,27,11,2,1,1,2
2017,Spring,"Lee-Klawender, Cynthia",CIS,D022C,9,11,4,1,4,6
2017,Spring,"Larkin, Grant",CIS,D022C,22,6,0,0,2,4
2017,Spring,"Larkin, Grant",CIS,D029,34,7,0,0,3,3
2017,Spring,"Moussalem, Mounjed",CIS,D035A,12,8,8,4,3,11
2017,Spring,"Singh, Sukhjit",CIS,D035A,17,2,0,1,4,7
