Year,Semester,Instructor,Subj,Crse,A,B,C,D,F,W
2018,Spring,"Hurst, Stephen",ACCT,D001C,9,20,4,0,1,1
2018,Spring,"Salah, Danny",ACCT,D001C,19,21,2,0,3,2
2018,Spring,"Osborne, Lawrence",ACCT,D001C,16,19,8,0,1,4
2018,Spring,"Breen, Mary",ACCT,D01AH,1,0,0,0,0,0
2018,Spring,"Botsford, Lydia",ACCT,D01AH,3,0,0,0,0,0
2018,Spring,"Breen, Mary",ACCT,D01BH,1,0,0,0,0,0
2018,Spring,"Mello, Kevin",ACCT,D051A,3,10,4,1,0,10
2018,Spring,"Mello, Kevin",ACCT,D051B,12,6,1,3,0,6
2018,Spring,"Kwak, Christopher",ACCT,D058,25,6,0,0,0,2
2018,Spring,"Hammond, Laurienne",ACCT,D064,6,9,1,0,2,7
2018,Spring,"Botsford, Lydia",ACCT,D067A,18,6,3,0,3,4
2018,Spring,"Botsford, Lydia",ACCT,D067B,16,8,4,0,3,2
2018,Spring,"Mello, Keith",ACCT,D073,16,8,2,0,0,1
2018,Spring,"Gough, Walter",ACCT,D074,33,2,0,0,2,1
2018,Spring,"James, Alexis",ACCT,D074,36,3,0,0,1,0
2018,Spring,"James, Alexis",ACCT,D074,27,2,1,0,1,2
2018,Spring,"Osborne, Lawrence",ACCT,D075,9,4,2,0,3,3
2018,Spring,"Hammond, Laurienne",ACCT,D088,10,11,2,0,4,4
2018,Spring,"Hammond, Laurienne",ACCT,D87AI,21,0,1,0,1,1
2018,Spring,"Suits, James",ADMJ,D001,4,11,6,6,8,2
2018,Spring,"Peretti, Bryan",ADMJ,D001,10,10,6,4,6,2
2018,Spring,"Ellis, Terry",ADMJ,D003,2,11,0,4,2,4
2018,Spring,"Suits, James",ADMJ,D006,25,15,6,3,3,2
2018,Spring,"Kensler, Meghan",ADMJ,D029,13,5,3,0,2,4
2018,Spring,"Bonini, Griffin",ADMJ,D055,12,12,1,0,1,3
2018,Spring,"Suits, James",ADMJ,D056,4,7,5,3,6,2
2018,Spring,"Garrido, Jeremiah",ADMJ,D061,13,13,1,0,0,2
2018,Spring,"Ellis, Terry",ADMJ,D064Z,1,0,0,0,0,1
2018,Spring,"Gomes, Rodney",ADMJ,D073,4,15,7,2,2,2
2018,Spring,"Suits, James",ADMJ,D074A,11,4,2,0,1,1
2018,Spring,"Lawlor, Marni",ADMJ,D078,7,2,2,0,2,1
2018,Spring,"Burns, Dennis",ADMJ,D090A,28,10,1,0,0,2
2018,Spring,"Lindenbaum, Eugene",ADMJ,D095,0,0,2,0,1,1
2018,Spring,"Tiwana, Ameeta",ANTH,D001,13,15,7,1,2,10
2018,Spring,"Tiwana, Ameeta",ANTH,D001,15,17,6,1,4,4
2018,Spring,"Mabie, Elisabeth-Anne",ANTH,D001,29,7,4,0,3,3
2018,Spring,"Patel, Shankari",ANTH,D001,12,5,6,0,2,5
2018,Spring,"Solomon, Daniel",ANTH,D001,20,11,6,5,4,0
2018,Spring,"Beggs, Emily",ANTH,D001,16,3,3,0,1,1
2018,Spring,"Berry, Leslie",ANTH,D001,51,14,1,0,1,2
2018,Spring,"Hui, Julie",ANTH,D001,15,9,5,0,8,7
2018,Spring,"Andrade, Claudia",ANTH,D001,2,6,11,3,1,7
2018,Spring,"Andrade, Claudia",ANTH,D001,7,9,4,0,2,4
2018,Spring,"Tiwana, Ameeta",ANTH,D001H,1,0,0,0,0,0
2018,Spring,"Tiwana, Ameeta",ANTH,D001H,3,0,0,0,0,0
2018,Spring,"Tiwana, Ameeta",ANTH,D001L,17,10,0,0,0,1
2018,Spring,"Tiwana, Ameeta",ANTH,D001L,19,7,0,0,0,1
2018,Spring,"Beggs, Emily",ANTH,D001L,22,1,1,0,0,0
2018,Spring,"Andrade, Claudia",ANTH,D001L,43,4,1,0,1,3
2018,Spring,"Andrade, Claudia",ANTH,D002,16,6,6,1,4,3
2018,Spring,"Tiwana, Ameeta",ANTH,D002,17,15,0,0,1,4
2018,Spring,"Roque, Angel",ANTH,D002,28,14,6,1,0,0
2018,Spring,"Roque, Angel",ANTH,D002,28,5,1,1,3,8
2018,Spring,"Ishaya, Arianne",ANTH,D002,34,12,6,1,5,6
2018,Spring,"Das, Ashidhara",ANTH,D002,22,10,2,0,5,6
2018,Spring,"Tiwana, Ameeta",ANTH,D002H,2,0,0,0,0,1
2018,Spring,"Feldman, Amanda",ANTH,D003,10,11,8,1,2,4
2018,Spring,"Kleit, Natasha",ARTS,D001A,26,9,6,0,5,1
2018,Spring,"Mjelde, Elizabeth",ARTS,D001A,25,14,5,0,1,5
2018,Spring,"Peterson, Heather",ARTS,D001A,6,7,7,2,12,10
2018,Spring,"Mjelde, Elizabeth",ARTS,D001A,19,7,7,2,8,3
2018,Spring,"Karmi, Yael",ARTS,D001A,25,13,7,1,2,7
2018,Spring,"Becerril, Linda",ARTS,D001A,12,10,5,1,9,10
2018,Spring,"Pasturel, Deborah",ARTS,D002A,78,16,0,0,4,4
2018,Spring,"Becerril, Linda",ARTS,D002B,10,11,8,5,9,11
2018,Spring,"Karmi, Yael",ARTS,D002C,28,9,3,2,0,6
2018,Spring,"Pasturel, Deborah",ARTS,D002D,44,3,0,1,3,1
2018,Spring,"Coronado, Marc",ARTS,D002F,7,1,2,1,3,1
2018,Spring,"Bridger, Nicholas",ARTS,D002F,6,2,2,1,4,1
2018,Spring,"Cadge-Moore, Catie",ARTS,D002F,7,3,1,0,2,3
2018,Spring,"Cadge-Moore, Catie",ARTS,D002F,5,3,2,0,1,2
2018,Spring,"Lee, So Kam",ARTS,D002F,3,6,0,2,3,6
2018,Spring,"Lee, So Kam",ARTS,D002G,12,2,1,3,7,7
2018,Spring,"Cadge-Moore, Catie",ARTS,D002J,9,5,1,0,2,2
2018,Spring,"Battiato, Cheryl",ARTS,D004A,13,5,1,0,3,4
2018,Spring,"Roehl, Paul",ARTS,D004A,22,6,0,0,2,1
2018,Spring,"Chandras, Prakash",ARTS,D004A,4,5,0,1,1,3
2018,Spring,"Chandras, Prakash",ARTS,D004A,13,5,1,0,1,1
2018,Spring,"Miki, Masako",ARTS,D004A,6,4,0,0,6,3
2018,Spring,"Miki, Masako",ARTS,D004B,18,6,0,0,1,2
2018,Spring,"Coon, Cheryl",ARTS,D004B,5,6,2,0,0,3
2018,Spring,"Engel, Mark",ARTS,D004C,24,11,0,0,0,1
2018,Spring,"Briggs, Marcia",ARTS,D008,27,0,0,0,2,2
2018,Spring,"Miki, Masako",ARTS,D008,16,6,2,0,0,3
2018,Spring,"Ohtake, Motosuke",ARTS,D010A,6,7,1,0,1,1
2018,Spring,"Ohtake, Motosuke",ARTS,D010B,4,0,0,0,0,1
2018,Spring,"Huang, Meiru",ARTS,D012,20,5,2,0,0,1
2018,Spring,"Battiato, Cheryl",ARTS,D015A,13,2,0,0,0,3
2018,Spring,"Battiato, Cheryl",ARTS,D015B,4,1,0,0,0,1
2018,Spring,"Battiato, Cheryl",ARTS,D015C,1,0,0,0,0,0
2018,Spring,"Feld, Julia",ARTS,D018A,13,3,2,0,1,3
2018,Spring,"Lewycky, Jonathon",ARTS,D018A,10,5,0,0,3,0
2018,Spring,"Lewycky, Jonathon",ARTS,D018A,5,4,0,0,2,0
2018,Spring,"Lewycky, Jonathon",ARTS,D018B,8,1,2,0,3,0
2018,Spring,"Lewycky, Jonathon",ARTS,D018C,4,2,0,0,0,0
2018,Spring,"Feld, Julia",ARTS,D018D,3,0,0,0,0,1
2018,Spring,"Lewycky, Jonathon",ARTS,D018E,1,0,1,0,0,0
2018,Spring,"Lewycky, Jonathon",ARTS,D019H,14,0,0,0,0,0
2018,Spring,"Lewycky, Jonathon",ARTS,D020,2,0,0,0,0,0
2018,Spring,"Ohtake, Motosuke",ARTS,D037A,3,7,0,0,3,0
2018,Spring,"Ohtake, Motosuke",ARTS,D037B,1,0,0,0,0,1
2018,Spring,"Mjelde, Elizabeth",ARTS,D03TC,12,5,3,0,0,2
2018,Spring,"Kasikci, Gokce",ARTS,D053,18,7,0,1,1,2
2018,Spring,"Cole, Michael",ARTS,D055A,15,7,2,0,1,0
2018,Spring,"Marquez, Marco",ARTS,D055B,25,6,1,0,1,3
2018,Spring,"Marquez, Marco",ARTS,D055C,1,0,0,0,0,0
2018,Spring,"Marquez, Marco",ARTS,D056,21,10,0,0,0,0
2018,Spring,"Ohtake, Motosuke",ARTS,D058A,5,0,0,0,1,2
2018,Spring,"Ohtake, Motosuke",ARTS,D058B,5,0,0,0,0,2
2018,Spring,"Ohtake, Motosuke",ARTS,D058C,2,0,0,0,0,0
2018,Spring,"Marquez, Marco",ARTS,D063,21,2,1,0,1,1
2018,Spring,"Cichanski, Marek",ASTR,D004,18,21,9,2,9,9
2018,Spring,"Harrington, Sherwood",ASTR,D004,43,41,33,2,13,3
2018,Spring,"Harrington, Sherwood",ASTR,D004,23,14,20,1,7,3
2018,Spring,"Cichanski, Marek",ASTR,D004,41,49,19,3,10,9
2018,Spring,"Olejniczak, Paul",ASTR,D004,79,6,0,0,1,3
2018,Spring,"Peterson, Eric",ASTR,D010,4,11,6,3,10,11
2018,Spring,"Cichanski, Marek",ASTR,D015L,29,7,0,1,1,0
2018,Spring,"Wishart, William",AUTO,D050A,8,7,9,0,9,5
2018,Spring,"Walton, Johnathan",AUTO,D050B,6,9,4,0,5,4
2018,Spring,"Wishart, William",AUTO,D051A,9,5,12,1,5,0
2018,Spring,"Wishart, William",AUTO,D051A,13,10,1,0,1,2
2018,Spring,"Wishart, William",AUTO,D051B,15,6,0,0,5,0
2018,Spring,"Wishart, William",AUTO,D051B,22,1,0,0,0,2
2018,Spring,"Capitolo, David",AUTO,D057A,11,8,0,1,0,1
2018,Spring,"McCart, Michael",AUTO,D060,6,9,2,6,1,1
2018,Spring,"Tran, Long",AUTO,D060,2,5,15,3,2,1
2018,Spring,"Walton, Johnathan",AUTO,D060C,1,10,12,2,2,0
2018,Spring,"Walton, Johnathan",AUTO,D060H,3,11,11,0,0,1
2018,Spring,"Walton, Johnathan",AUTO,D060J,6,13,9,0,0,0
2018,Spring,"McCart, Michael",AUTO,D067J,15,1,0,0,2,0
2018,Spring,"Maynard, Richard",AUTO,D093C,2,10,5,2,1,0
2018,Spring,"Maynard, Richard",AUTO,D093D,2,10,5,2,1,0
2018,Spring,"Maynard, Richard",AUTO,D093E,2,10,5,2,1,1
2018,Spring,"Maynard, Richard",AUTO,D093F,1,10,7,2,0,0
2018,Spring,"Capitolo, David",AUTO,D094E,9,9,3,1,0,0
2018,Spring,"Capitolo, David",AUTO,D094F,4,15,2,1,0,1
2018,Spring,"Vernazza, Lawrence",AUTO,D099E,6,9,4,3,4,0
2018,Spring,"Vernazza, Lawrence",AUTO,D099F,8,10,4,3,1,0
2018,Spring,"Tucker, Scott",AUTO,D64HP,15,2,0,0,2,3
2018,Spring,"Heyer, Bruce",BIOL,D006A,6,4,9,2,3,11
2018,Spring,"Heyer, Bruce",BIOL,D006A,0,6,9,3,1,15
2018,Spring,"Mccauley, Brian",BIOL,D006B,6,4,5,3,4,7
2018,Spring,"Mccauley, Brian",BIOL,D006B,4,6,4,4,2,0
2018,Spring,"Kang’a, Simon",BIOL,D006B,4,9,10,3,0,4
2018,Spring,"Kang’a, Simon",BIOL,D006B,5,9,9,2,1,2
2018,Spring,"Mcpartlan, Elizabeth",BIOL,D006C,7,10,7,0,0,2
2018,Spring,"Mcpartlan, Elizabeth",BIOL,D006C,6,15,10,0,0,0
2018,Spring,"Johnson, Robert",BIOL,D006C,26,6,1,0,0,0
2018,Spring,"Daniel, Ann",BIOL,D006C,2,15,2,0,0,0
2018,Spring,"Cuff-Alvarado, Judy",BIOL,D010,16,3,7,0,1,4
2018,Spring,"Cuff-Alvarado, Judy",BIOL,D010,16,7,4,1,1,4
2018,Spring,"Bram, Jason",BIOL,D010,12,7,6,6,0,4
2018,Spring,"Bram, Jason",BIOL,D010,9,9,12,0,2,4
2018,Spring,"Nakase, Dana",BIOL,D010,19,6,1,2,3,1
2018,Spring,"Nakase, Dana",BIOL,D010,19,11,2,0,1,1
2018,Spring,"Pane, Eric",BIOL,D010,5,4,4,3,10,4
2018,Spring,"Pane, Eric",BIOL,D010,8,6,4,0,6,6
2018,Spring,"Nakase, Dana",BIOL,D010H,1,0,0,0,0,0
2018,Spring,"Sengupta, Susmita",BIOL,D011,15,5,4,0,3,3
2018,Spring,"Sengupta, Susmita",BIOL,D011,12,1,1,2,4,3
2018,Spring,"Morikang, Ebenezer",BIOL,D011,4,5,6,0,0,3
2018,Spring,"Bordignon, Guido",BIOL,D011,17,4,2,0,1,1
2018,Spring,"Bordignon, Guido",BIOL,D011,18,6,3,0,2,0
2018,Spring,"Bram, Jason",BIOL,D013,13,9,4,0,0,3
2018,Spring,"Bram, Jason",BIOL,D013,12,6,4,3,1,7
2018,Spring,"Bordignon, Guido",BIOL,D026,7,14,2,0,2,2
2018,Spring,"Bordignon, Guido",BIOL,D026,10,14,4,0,0,0
2018,Spring,"Sengupta, Lakshmikanta",BIOL,D040A,9,8,3,0,4,9
2018,Spring,"Sengupta, Lakshmikanta",BIOL,D040A,8,7,7,1,1,9
2018,Spring,"Hardin, Rosemary",BIOL,D040B,6,12,5,2,4,1
2018,Spring,"Hardin, Rosemary",BIOL,D040B,11,4,5,2,3,2
2018,Spring,"Afsari, Mishan",BIOL,D040B,21,17,4,4,0,0
2018,Spring,"Afsari, Mishan",BIOL,D040B,25,9,11,1,1,0
2018,Spring,"Kalpin, Robert",BIOL,D040C,5,9,8,2,0,0
2018,Spring,"Kalpin, Robert",BIOL,D040C,8,5,10,2,1,1
2018,Spring,"Balabanian, Nora",BIOL,D040C,15,14,8,0,0,0
2018,Spring,"Balabanian, Nora",BIOL,D040C,23,10,6,0,1,1
2018,Spring,"Annen, Vickie",BIOL,D040C,9,9,13,0,1,0
2018,Spring,"Annen, Vickie",BIOL,D040C,9,11,12,2,1,1
2018,Spring,"Annen, Vickie",BIOL,D040C,7,6,16,2,0,1
2018,Spring,"Miller, Anne",BIOL,D045,13,18,5,1,1,2
2018,Spring,"Miller, Anne",BIOL,D045,7,15,11,2,1,4
2018,Spring,"Cuff-Alvarado, Judy",BIOL,D054G,9,6,6,0,1,1
2018,Spring,"Cuff-Alvarado, Judy",BIOL,D054H,6,6,7,0,6,2
2018,Spring,"Mcpartlan, Elizabeth",BIOL,D06CH,5,0,0,0,0,0
2018,Spring,"Mcpartlan, Elizabeth",BIOL,D06CH,2,0,1,0,0,0
2018,Spring,"Mccauley, Brian",BIOL,D077,3,0,0,0,0,0
2018,Spring,"Mccauley, Brian",BIOL,D077,1,0,0,0,0,0
2018,Spring,"Niedermier, Gary",BUS,D010,18,11,2,2,5,8
2018,Spring,"Lilly, Byron",BUS,D010,9,5,6,7,5,5
2018,Spring,"Fritz, Michele",BUS,D010,16,16,5,4,1,3
2018,Spring,"Niedermier, Gary",BUS,D010,16,11,6,0,11,7
2018,Spring,"Garbe, Emily",BUS,D010,14,16,5,1,2,9
2018,Spring,"Karia, Manisha",BUS,D010,23,14,4,1,1,5
2018,Spring,"Bennett, Brian",BUS,D010,11,16,10,0,10,3
2018,Spring,"Lilly, Byron",BUS,D010,19,12,7,3,5,6
2018,Spring,"Hernandez, Guillermo",BUS,D010,22,9,3,2,4,4
2018,Spring,"Hernandez, Guillermo",BUS,D010,15,11,7,3,5,5
2018,Spring,"Fritz, Michele",BUS,D010,24,9,3,3,4,0
2018,Spring,"Salah, Danny",BUS,D018,10,13,10,1,14,2
2018,Spring,"Park, Sujung",BUS,D018,17,13,11,2,3,2
2018,Spring,"Gough, Walter",BUS,D018,13,18,9,2,2,3
2018,Spring,"Lilly, Byron",BUS,D018,9,8,11,6,8,1
2018,Spring,"Ritchie, John",BUS,D018,32,9,1,1,1,2
2018,Spring,"Goularte, Ronald",BUS,D018,8,12,8,1,3,2
2018,Spring,"Salah, Danny",BUS,D018,6,25,11,0,3,1
2018,Spring,"Gough, Walter",BUS,D018,1,9,21,3,10,7
2018,Spring,"Lilly, Byron",BUS,D021,16,8,7,4,2,10
2018,Spring,"Laurin, Janet",BUS,D054,16,7,3,1,3,7
2018,Spring,"Cappello, Emmanuele",BUS,D055,8,11,2,1,5,4
2018,Spring,"Karia, Manisha",BUS,D056,31,15,2,0,1,3
2018,Spring,"Takyi, Oduro",BUS,D058,14,3,8,0,4,18
2018,Spring,"Garbe, Emily",BUS,D059,21,5,3,1,1,4
2018,Spring,"Yurtseven, Lale",BUS,D060,20,7,2,2,9,7
2018,Spring,"Takyi, Oduro",BUS,D085,15,13,5,0,5,9
2018,Spring,"Takyi, Oduro",BUS,D087,13,17,8,0,1,10
2018,Spring,"Morgan, Dionne",BUS,D089,17,10,4,2,6,4
2018,Spring,"Morgan, Dionne",BUS,D089,23,1,1,2,6,8
2018,Spring,"Karia, Manisha",BUS,D090,19,8,2,1,3,5
2018,Spring,"Shan, Wenlei",BUS,D090,27,8,5,1,1,2
2018,Spring,"Salah, Danny",BUS,D091,17,5,9,2,3,3
2018,Spring,"Fritz, Michele",BUS,D096,22,14,6,5,0,3
2018,Spring,"Wilkie, Zana",C D,D010G,5,8,2,0,7,7
2018,Spring,"Langfelder, Diane",C D,D010G,10,4,6,1,6,4
2018,Spring,"Sun, Li",C D,D010G,8,8,4,0,2,0
2018,Spring,"Sun, Li",C D,D010G,3,7,6,0,4,2
2018,Spring,"Leal, Ana",C D,D010G,22,5,1,1,2,3
2018,Spring,"De Motta, Phyllis",C D,D010H,12,6,6,0,4,1
2018,Spring,"Ferrer, Frederick",C D,D010H,12,7,2,0,3,1
2018,Spring,"Leal, Ana",C D,D010H,28,2,1,0,4,0
2018,Spring,"Cruz, Mayra",C D,D012,13,2,1,0,2,2
2018,Spring,"Cruz, Mayra",C D,D012,22,3,0,0,1,3
2018,Spring,"Vargas, Nellie",C D,D012,20,2,0,0,0,2
2018,Spring,"Roy, Jayanti",C D,D012,28,4,1,0,2,1
2018,Spring,"Vargas, Nellie",C D,D050,32,4,0,0,3,4
2018,Spring,"Sun, Li",C D,D050,4,10,6,0,0,3
2018,Spring,"Roy, Jayanti",C D,D051A,6,6,1,0,0,1
2018,Spring,"Roy, Jayanti",C D,D051A,3,1,0,0,0,0
2018,Spring,"Roy, Jayanti",C D,D051B,3,2,0,0,0,0
2018,Spring,"Roy, Jayanti",C D,D051B,4,0,1,0,0,0
2018,Spring,"Wilkie, Zana",C D,D052,23,13,2,0,2,2
2018,Spring,"De Motta, Phyllis",C D,D053,9,4,3,2,6,4
2018,Spring,"Langfelder, Diane",C D,D054,27,14,0,1,2,3
2018,Spring,"Sun, Li",C D,D055,4,11,4,0,1,2
2018,Spring,"Sun, Li",C D,D057,7,0,0,0,0,0
2018,Spring,"Zarghami, Fatemeh",C D,D058,19,5,2,1,1,6
2018,Spring,"Roy, Jayanti",C D,D059H,29,0,1,0,0,1
2018,Spring,"Kennedy, Julie",C D,D061,29,3,0,0,0,2
2018,Spring,"Vargas, Nellie",C D,D064,38,4,0,0,1,2
2018,Spring,"Vargas, Nellie",C D,D067,45,0,0,0,0,0
2018,Spring,"Zarghami, Fatemeh",C D,D068,22,7,5,1,2,5
2018,Spring,"Roy, Jayanti",C D,D103W,46,0,0,0,0,0
2018,Spring,"Cihonski, John",CHEM,D001A,2,3,11,6,1,3
2018,Spring,"Cihonski, John",CHEM,D001A,2,5,9,5,0,7
2018,Spring,"Brophy, Megan",CHEM,D001A,8,8,6,3,2,3
2018,Spring,"Brophy, Megan",CHEM,D001A,12,6,6,1,2,3
2018,Spring,"Lo, Billie",CHEM,D001A,10,2,3,0,6,7
2018,Spring,"Lane, Michael",CHEM,D001B,10,10,8,1,1,0
2018,Spring,"Lane, Michael",CHEM,D001B,9,10,9,0,2,0
2018,Spring,"Muzzi, Cinzia",CHEM,D001B,4,8,10,4,2,2
2018,Spring,"Muzzi, Cinzia",CHEM,D001B,1,9,8,3,4,4
2018,Spring,"Lane, Michael",CHEM,D001C,7,10,10,1,1,1
2018,Spring,"Lane, Michael",CHEM,D001C,6,9,11,0,0,4
2018,Spring,"Jones, Ian",CHEM,D001C,10,9,6,0,0,5
2018,Spring,"Jones, Ian",CHEM,D001C,10,15,2,0,0,3
2018,Spring,"Gray, David",CHEM,D010,5,1,2,0,4,10
2018,Spring,"Gray, David",CHEM,D010,3,0,4,3,3,5
2018,Spring,"Guha, Nisha",CHEM,D010,10,0,4,2,3,3
2018,Spring,"Miller, Chad",CHEM,D012B,9,10,5,3,0,1
2018,Spring,"Gray, David",CHEM,D012C,15,10,3,0,0,0
2018,Spring,"Gray, David",CHEM,D012C,17,10,1,0,0,0
2018,Spring,"Muzzi, Cinzia",CHEM,D025,4,5,5,5,1,7
2018,Spring,"Muzzi, Cinzia",CHEM,D025,6,3,6,1,4,6
2018,Spring,"Zlatogorov, Elena",CHEM,D025,7,8,1,0,3,7
2018,Spring,"Zlatogorov, Elena",CHEM,D025,11,6,2,0,2,5
2018,Spring,"Maxwell, James",CHEM,D025,11,5,5,4,1,1
2018,Spring,"Liu, Yue",CHEM,D030A,4,9,8,2,3,1
2018,Spring,"Martinovic, Valerija",CHEM,D030A,6,10,6,2,0,5
2018,Spring,"Martinovic, Valerija",CHEM,D030A,6,10,10,0,0,2
2018,Spring,"Ramakrishna, Hema",CHEM,D030B,9,7,4,1,1,6
2018,Spring,"Muzzi, Cinzia",CHEM,D077,0,0,0,0,0,0
2018,Spring,"Muzzi, Cinzia",CHEM,D077,0,0,0,0,0,0
2018,Spring,"Lam, Joseph",CIS,D002,6,7,5,5,3,0
2018,Spring,"Morgan Jr, Alexander",CIS,D003,14,20,7,0,4,2
2018,Spring,"Morgan Jr, Alexander",CIS,D003,3,13,9,1,1,4
2018,Spring,"Lam, Joseph",CIS,D003,26,9,8,1,1,2
2018,Spring,"Dundurs, Karina",CIS,D003,23,9,4,0,6,3
2018,Spring,"Whitehill, Anita",CIS,D003,50,11,4,0,1,0
2018,Spring,"Sherby, Mark",CIS,D004,14,13,5,1,3,0
2018,Spring,"Dundurs, Karina",CIS,D004,6,7,3,0,12,12
2018,Spring,"Sherby, Mark",CIS,D004,30,9,5,0,2,1
2018,Spring,"Linn Jr, Arthur",CIS,D014A,11,9,3,0,4,10
2018,Spring,"Krishnamurthy, Lalitha",CIS,D018A,16,7,7,0,4,2
2018,Spring,"May-Pumphrey, Mary",CIS,D018A,15,8,2,3,4,5
2018,Spring,"Abolghasemi, Mirsaeid",CIS,D022A,37,0,0,0,3,9
2018,Spring,"Lau, Yau",CIS,D022A,13,7,5,4,1,5
2018,Spring,"Parrish, Jennifer",CIS,D022A,22,11,6,3,3,1
2018,Spring,"Ahrens, Edward",CIS,D022A,38,6,1,0,3,3
2018,Spring,"Yu, Linyun",CIS,D022A,11,10,1,0,11,5
2018,Spring,"Oldham, Ira",CIS,D022A,14,7,5,3,2,9
2018,Spring,"Garbacea, Delia-Manuela",CIS,D022A,18,7,6,4,7,2
2018,Spring,"Krishnamurthy, Lalitha",CIS,D022A,17,2,6,1,3,10
2018,Spring,"Pape, Mary",CIS,D022A,21,6,1,5,8,5
2018,Spring,"Ahrens, Edward",CIS,D022B,42,5,1,1,4,3
2018,Spring,"Garbacea, Delia-Manuela",CIS,D022B,19,8,1,1,8,5
2018,Spring,"Goel, Manish",CIS,D022B,12,5,4,0,3,5
2018,Spring,"So, Hann",CIS,D022B,10,10,3,1,4,11
2018,Spring,"Yeh, Shu",CIS,D022B,17,9,2,0,1,7
2018,Spring,"Oldham, Ira",CIS,D022B,24,7,1,1,1,5
2018,Spring,"Pacheco, Hellen",CIS,D022B,11,14,3,1,7,11
2018,Spring,"Goel, Manish",CIS,D022C,15,5,3,0,2,5
2018,Spring,"Parrish, Jennifer",CIS,D022C,14,22,5,1,0,2
2018,Spring,"Garbacea, Delia-Manuela",CIS,D022C,12,19,3,0,2,2
2018,Spring,"Abolghasemi, Mirsaeid",CIS,D022C,38,0,0,0,4,2
2018,Spring,"Goel, Manish",CIS,D022C,12,5,0,0,0,4
2018,Spring,"Larkin, Grant",CIS,D029,22,13,0,0,1,1
2018,Spring,"Yu, Linyun",CIS,D035A,13,15,2,0,11,2
2018,Spring,"Singh, Sukhjit",CIS,D035A,24,8,1,2,2,4
2018,Spring,"Lee-Klawender, Cynthia",CIS,D035A,10,8,4,2,3,8
2018,Spring,"Singh, Sukhjit",CIS,D035B,19,2,4,3,3,5
2018,Spring,"Parrish, Jennifer",CIS,D036A,27,4,6,3,1,4
2018,Spring,"Bates, Ronney",CIS,D036A,17,6,0,0,5,8
2018,Spring,"Singh, Sukhjit",CIS,D036B,15,3,1,2,4,4
2018,Spring,"Gupta, Seema",CIS,D040,18,12,2,0,3,5
2018,Spring,"May-Pumphrey, Mary",CIS,D040,31,3,0,1,1,9
2018,Spring,"Oldham, Ira",CIS,D041A,34,3,2,0,1,3
2018,Spring,"Larkin, Grant",CIS,D041A,25,2,0,0,3,7
2018,Spring,"Nguyen, Tuan",CIS,D053,0,3,1,1,8,5
2018,Spring,"Goel, Manish",CIS,D055,6,3,0,0,3,2
2018,Spring,"Sherby, Mark",CIS,D056,23,9,3,1,5,0
2018,Spring,"Nguyen, Tuan",CIS,D064A,8,7,4,4,5,8
2018,Spring,"Singh, Sukhjit",CIS,D064B,20,7,0,0,9,1
2018,Spring,"Hubbard, Richard",CIS,D064F,6,12,4,3,3,6
2018,Spring,"Forouzan, Behrouz",CIS,D066,23,11,3,0,3,8
2018,Spring,"Bates, Ronney",CIS,D067B,14,4,2,0,3,9
2018,Spring,"Forouzan, Behrouz",CIS,D075A,14,3,2,0,1,2
2018,Spring,"Taylor, Valerie",CIS,D089A,10,5,4,1,6,10
2018,Spring,"Singh, Sukhjit",CIS,D095A,19,4,2,0,1,0
