Year,Semester,Instructor,Subj,Crse,A,B,C,D,F,W
2016,Spring,"Nengo, Isaiah",ANTH,D001,8,8,12,3,10,4
2016,Spring,"Nengo, Isaiah",ANTH,D001,6,11,4,5,4,4
2016,Spring,"Casareto, Ana",ANTH,D001,13,13,6,1,5,4
2016,Spring,"Soluri, Kathaeryne",ANTH,D001,19,17,7,0,0,3
2016,Spring,"Andrade, Claudia",ANTH,D001,8,4,6,3,5,4
2016,Spring,"Soluri, Kathaeryne",ANTH,D001,20,17,4,0,1,5
2016,Spring,"Berry, Leslie",ANTH,D001,52,9,1,0,0,1
2016,Spring,"Tiwana, Ameeta",ANTH,D001L,14,9,0,0,1,3
2016,Spring,"Nengo, Isaiah",ANTH,D001L,6,13,6,0,1,1
2016,Spring,"Nengo, Isaiah",ANTH,D001L,6,14,7,0,1,1
2016,Spring,"Yang, Kyejung",ANTH,D002,19,2,0,4,3,5
2016,Spring,"Nengo, Isaiah",ANTH,D002,5,3,9,2,5,6
2016,Spring,"Nengo, Isaiah",ANTH,D002,1,6,14,1,9,4
2016,Spring,"Yang, Kyejung",ANTH,D002,14,13,5,0,4,0
2016,Spring,"Tiwana, Ameeta",ANTH,D002,17,13,7,0,4,2
2016,Spring,"Smith, Marissa",ANTH,D002,19,25,1,2,1,1
2016,Spring,"Solomon, Daniel",ANTH,D002,15,10,3,0,1,5
2016,Spring,"Ishaya, Arianne",ANTH,D002,3,16,16,4,6,4
2016,Spring,"Andrade, Claudia",ANTH,D002,19,4,6,2,8,4
2016,Spring,"Ishaya, Arianne",ANTH,D002,24,16,4,1,8,8
2016,Spring,"Pierce, Lorna",ANTH,D007,6,4,5,2,6,4
2016,Spring,"McCart, Michael",APRN,D060,0,2,2,1,1,0
2016,Spring,"Walton, Johnathan",APRN,D060C,1,1,7,0,3,1
2016,Spring,"Walton, Johnathan",APRN,D060H,2,4,5,0,0,0
2016,Spring,"Walton, Johnathan",APRN,D060J,0,4,4,0,3,0
2016,Spring,"Maynard, Richard",APRN,D063A,0,0,2,3,0,1
2016,Spring,"McCart, Michael",APRN,D067J,4,0,0,0,1,0
2016,Spring,"Mjelde, Elizabeth",ARTS,D001A,28,15,9,6,23,10
2016,Spring,"Karmi, Yael",ARTS,D001A,34,19,2,2,1,1
2016,Spring,"Kleit, Natasha",ARTS,D001A,19,8,1,3,9,3
2016,Spring,"Roehl, Paul",ARTS,D001A,46,11,0,0,0,1
2016,Spring,"Pasturel, Deborah",ARTS,D002A,93,10,0,0,3,3
2016,Spring,"Pasturel, Deborah",ARTS,D002A,2,0,0,0,0,0
2016,Spring,"Peterson, Heather",ARTS,D002B,10,12,11,1,1,14
2016,Spring,"Becerril, Linda",ARTS,D002C,9,9,11,4,9,14
2016,Spring,"Cadge-Moore, Catie",ARTS,D002F,4,10,3,1,2,1
2016,Spring,"Cadge-Moore, Catie",ARTS,D002F,6,5,1,0,2,2
2016,Spring,"Cadge-Moore, Catie",ARTS,D002F,6,9,0,0,1,4
2016,Spring,"Lee, So Kam",ARTS,D002F,2,2,4,0,5,3
2016,Spring,"Lee, So Kam",ARTS,D002G,11,5,3,2,7,5
2016,Spring,"Cadge-Moore, Catie",ARTS,D002J,16,8,7,1,4,4
2016,Spring,"Battiato, Cheryl",ARTS,D004A,9,11,1,0,0,2
2016,Spring,"Battiato, Cheryl",ARTS,D004A,9,7,4,0,3,6
2016,Spring,"Coon, Cheryl",ARTS,D004A,10,13,6,1,2,4
2016,Spring,"Chandras, Prakash",ARTS,D004A,10,8,0,3,4,2
2016,Spring,"Wright, Wesley",ARTS,D004A,9,5,1,1,1,5
2016,Spring,"Coon, Cheryl",ARTS,D004A,12,5,8,1,1,2
2016,Spring,"Rodriguez, Eugene",ARTS,D004B,10,4,1,0,0,2
2016,Spring,"Engel, Mark",ARTS,D004B,12,6,1,0,7,3
2016,Spring,"Miki, Masako",ARTS,D004D,13,1,0,0,3,5
2016,Spring,"Briggs, Marcia",ARTS,D008,31,0,0,0,1,0
2016,Spring,"Jauch, Patricia",ARTS,D008,22,4,1,0,2,0
2016,Spring,"Ohtake, Motosuke",ARTS,D010A,11,3,0,0,0,2
2016,Spring,"Ohtake, Motosuke",ARTS,D010B,3,5,0,0,0,2
2016,Spring,"Rodriguez, Eugene",ARTS,D012,22,1,0,0,1,2
2016,Spring,"Allie, Barbara",ARTS,D015A,22,1,0,0,0,1
2016,Spring,"Allie, Barbara",ARTS,D015B,5,0,0,0,0,0
2016,Spring,"Allie, Barbara",ARTS,D015C,2,0,0,0,0,0
2016,Spring,"Rodriguez, Eugene",ARTS,D016A,8,6,1,0,1,1
2016,Spring,"Rodriguez, Eugene",ARTS,D016B,2,2,0,0,1,1
2016,Spring,"Rodriguez, Eugene",ARTS,D016C,1,1,0,0,1,0
2016,Spring,"Geisinger, William",ARTS,D018A,14,1,3,2,1,2
2016,Spring,"Lewycky, Jonathon",ARTS,D018A,14,6,0,0,2,2
2016,Spring,"Lewycky, Jonathon",ARTS,D018A,7,2,0,0,2,3
2016,Spring,"Lewycky, Jonathon",ARTS,D018B,9,6,0,0,0,0
2016,Spring,"Lewycky, Jonathon",ARTS,D018C,4,0,0,0,0,2
2016,Spring,"Geisinger, William",ARTS,D018D,5,1,0,0,0,0
2016,Spring,"Lewycky, Jonathon",ARTS,D018E,1,1,0,0,0,0
2016,Spring,"Lewycky, Jonathon",ARTS,D019J,10,2,1,0,0,0
2016,Spring,"Lewycky, Jonathon",ARTS,D020,3,0,0,0,0,0
2016,Spring,"Ohtake, Motosuke",ARTS,D037A,7,8,0,0,0,5
2016,Spring,"Ohtake, Motosuke",ARTS,D037B,3,0,0,0,0,0
2016,Spring,"Ohtake, Motosuke",ARTS,D037C,1,0,1,0,0,0
2016,Spring,"Mjelde, Elizabeth",ARTS,D03TC,16,2,2,1,1,2
2016,Spring,"Marquez, Marco",ARTS,D053A,25,4,2,0,2,1
2016,Spring,"Marquez, Marco",ARTS,D053B,16,10,3,0,1,1
2016,Spring,"Cole, Michael",ARTS,D055A,7,12,3,0,2,3
2016,Spring,"Marquez, Marco",ARTS,D055B,18,6,2,1,1,2
2016,Spring,"Marquez, Marco",ARTS,D055C,5,1,0,0,0,0
2016,Spring,"Ohtake, Motosuke",ARTS,D058A,11,2,0,0,0,2
2016,Spring,"Ohtake, Motosuke",ARTS,D058B,2,3,0,0,0,1
2016,Spring,"Ohtake, Motosuke",ARTS,D058C,1,1,0,0,1,1
2016,Spring,"Argabrite, Diana",ARTS,D070,14,3,0,0,2,1
2016,Spring,"Argabrite, Diana",ARTS,D072,2,0,0,0,0,0
2016,Spring,"Marquez, Marco",ARTS,D086,26,9,1,0,0,0
2016,Spring,"Cichanski, Marek",ASTR,D004,30,49,27,0,13,12
2016,Spring,"Harrington, Sherwood",ASTR,D004,44,38,46,3,4,8
2016,Spring,"Olejniczak, Paul",ASTR,D004,76,32,12,4,9,5
2016,Spring,"Olejniczak, Paul",ASTR,D004,114,15,2,2,5,3
2016,Spring,"Harrington, Sherwood",ASTR,D004,25,19,14,0,3,1
2016,Spring,"Cichanski, Marek",ASTR,D010,9,4,12,0,6,8
2016,Spring,"Peterson, Eric",ASTR,D010,5,16,11,4,7,25
2016,Spring,"Cichanski, Marek",ASTR,D015L,25,8,3,0,0,2
2016,Spring,"Brandt, Michael",AUTO,D050A,6,11,10,2,3,9
2016,Spring,"Brandt, Michael",AUTO,D050A,8,10,7,2,5,7
2016,Spring,"McCart, Michael",AUTO,D050B,4,2,3,1,2,2
2016,Spring,"O’Brien, Forrest",AUTO,D050B,6,2,2,3,3,1
2016,Spring,"Wishart, William",AUTO,D050B,5,2,0,0,1,2
2016,Spring,"Brandt, Michael",AUTO,D051A,9,12,8,1,1,4
2016,Spring,"Brandt, Michael",AUTO,D051A,7,7,6,1,2,3
2016,Spring,"Brandt, Michael",AUTO,D051B,5,25,0,0,1,1
2016,Spring,"Wishart, William",AUTO,D051B,16,3,0,0,2,2
2016,Spring,"Capitolo, David",AUTO,D057A,26,1,1,0,0,0
2016,Spring,"McCart, Michael",AUTO,D060,9,15,1,0,2,4
2016,Spring,"Walton, Johnathan",AUTO,D060C,1,6,9,2,0,2
2016,Spring,"Walton, Johnathan",AUTO,D060H,3,5,6,1,2,0
2016,Spring,"Walton, Johnathan",AUTO,D060J,1,8,5,1,1,3
2016,Spring,"Maynard, Richard",AUTO,D063A,2,5,4,3,1,1
2016,Spring,"Bryant, Robert",AUTO,D066,0,4,3,0,0,5
2016,Spring,"Walton, Johnathan",AUTO,D067B,2,1,3,1,2,1
2016,Spring,"McCart, Michael",AUTO,D067J,7,4,0,0,3,2
2016,Spring,"Maynard, Richard",AUTO,D093C,2,6,15,0,0,1
2016,Spring,"Maynard, Richard",AUTO,D093D,3,8,11,1,0,1
2016,Spring,"Maynard, Richard",AUTO,D093E,2,6,15,0,0,0
2016,Spring,"Maynard, Richard",AUTO,D093F,2,6,15,0,0,1
2016,Spring,"Capitolo, David",AUTO,D094E,7,9,8,0,0,0
2016,Spring,"Capitolo, David",AUTO,D094F,8,11,5,0,0,0
2016,Spring,"Vernazza, Lawrence",AUTO,D099E,12,9,1,0,0,0
2016,Spring,"Vernazza, Lawrence",AUTO,D099F,13,7,1,1,0,0
2016,Spring,"Tucker, Scott",AUTO,D64HP,14,3,0,0,1,1
2016,Spring,"Heyer, Bruce",BIOL,D006A,2,8,6,2,2,14
2016,Spring,"Heyer, Bruce",BIOL,D006A,3,8,9,3,4,9
2016,Spring,"Kang’a, Simon",BIOL,D006B,3,10,11,4,2,0
2016,Spring,"Kang’a, Simon",BIOL,D006B,4,11,11,2,1,1
2016,Spring,"Mcpartlan, Elizabeth",BIOL,D006C,12,17,4,0,0,0
2016,Spring,"Mcpartlan, Elizabeth",BIOL,D006C,22,12,3,0,1,0
2016,Spring,"Johnson, Robert",BIOL,D006C,26,5,1,0,0,0
2016,Spring,"Cuff-Alvarado, Judy",BIOL,D010,9,10,6,0,2,4
2016,Spring,"Cuff-Alvarado, Judy",BIOL,D010,6,10,10,0,1,5
2016,Spring,"Bram, Jason",BIOL,D010,18,7,9,3,0,2
2016,Spring,"Bram, Jason",BIOL,D010,8,12,10,0,1,2
2016,Spring,"Sengupta, Susmita",BIOL,D010,8,6,4,4,4,5
2016,Spring,"Sengupta, Susmita",BIOL,D010,4,4,4,5,8,5
2016,Spring,"Pal, Gayatri",BIOL,D010,8,6,10,2,3,4
2016,Spring,"Sundaram, Vidyodhaya",BIOL,D010,5,12,5,1,3,2
2016,Spring,"Pane, Eric",BIOL,D010,9,11,3,1,1,5
2016,Spring,"Pane, Eric",BIOL,D010,10,5,7,5,5,5
2016,Spring,"Pane, Eric",BIOL,D010H,0,2,0,0,0,1
2016,Spring,"Pane, Eric",BIOL,D010H,1,0,0,0,0,0
2016,Spring,"Mousavi Shafaei, Parisa",BIOL,D011,7,9,11,2,1,2
2016,Spring,"Pal, Gayatri",BIOL,D011,9,5,12,1,1,6
2016,Spring,"Pal, Gayatri",BIOL,D011,9,13,5,1,1,1
2016,Spring,"Morikang, Ebenezer",BIOL,D011,5,8,12,2,1,2
2016,Spring,"Bram, Jason",BIOL,D013,6,9,7,0,3,2
2016,Spring,"Bram, Jason",BIOL,D013,9,7,4,3,0,2
2016,Spring,"Spanggord, Doris",BIOL,D026,4,4,10,2,3,4
2016,Spring,"Daniel, Ann",BIOL,D026,4,9,6,2,2,3
2016,Spring,"Bordignon, Guido",BIOL,D026,9,6,0,0,0,1
2016,Spring,"Sengupta, Lakshmikanta",BIOL,D040A,7,4,6,8,0,7
2016,Spring,"Sengupta, Lakshmikanta",BIOL,D040A,12,5,6,4,3,3
2016,Spring,"Le, Uy",BIOL,D040A,1,7,6,3,5,8
2016,Spring,"Le, Uy",BIOL,D040A,1,3,13,3,3,9
2016,Spring,"Angeles, Miguel",BIOL,D040B,1,10,12,4,1,5
2016,Spring,"Angeles, Miguel",BIOL,D040B,6,13,8,5,1,1
2016,Spring,"Kalpin, Robert",BIOL,D040C,9,4,10,1,2,0
2016,Spring,"Kalpin, Robert",BIOL,D040C,9,5,8,1,2,2
2016,Spring,"Balabanian, Nora",BIOL,D040C,18,13,3,0,0,0
2016,Spring,"Balabanian, Nora",BIOL,D040C,15,11,5,0,0,0
2016,Spring,"Balabanian, Nora",BIOL,D040C,11,18,5,0,0,1
2016,Spring,"Miller, Anne",BIOL,D045,9,10,2,0,1,0
2016,Spring,"Miller, Anne",BIOL,D045,4,11,14,0,5,5
2016,Spring,"Cuff-Alvarado, Judy",BIOL,D054G,17,6,3,0,7,12
2016,Spring,"Cuff-Alvarado, Judy",BIOL,D054H,14,4,6,1,10,1
2016,Spring,"Mcpartlan, Elizabeth",BIOL,D06CH,3,1,0,0,0,0
2016,Spring,"Mcpartlan, Elizabeth",BIOL,D06CH,0,2,0,0,0,0
2016,Spring,"Spanggord, Doris",BIOL,D077,1,0,0,0,0,0
2016,Spring,"Spanggord, Doris",BIOL,D077X,1,0,0,0,0,0
2016,Spring,"Spanggord, Doris",BIOL,D087,1,0,0,0,0,0
2016,Spring,"Shan, Wenlei",BUS,D010,13,19,9,2,5,3
2016,Spring,"Lilly, Byron",BUS,D010,13,7,9,6,10,5
2016,Spring,"Fritz, Michele",BUS,D010,10,14,11,7,4,3
2016,Spring,"Garbe, Emily",BUS,D010,25,8,7,3,4,5
2016,Spring,"Garbe, Emily",BUS,D010,15,14,7,5,3,4
2016,Spring,"Cappello, Emmanuele",BUS,D010,21,20,6,3,4,2
2016,Spring,"Niedermier, Gary",BUS,D010,16,13,5,2,3,7
2016,Spring,"Grove, Richard",BUS,D010,21,12,1,1,11,4
2016,Spring,"Cappello, Emmanuele",BUS,D010,14,7,10,2,13,3
2016,Spring,"Hernandez, Guillermo",BUS,D010,24,7,3,2,6,3
2016,Spring,"Spencer, Sandra",BUS,D018,8,12,12,2,10,5
2016,Spring,"Gough, Walter",BUS,D018,14,24,3,4,1,4
2016,Spring,"Lilly, Byron",BUS,D018,12,10,14,8,7,12
2016,Spring,"Goularte, Ronald",BUS,D018,8,12,18,0,6,3
2016,Spring,"Park, Sujung",BUS,D018,14,13,4,8,0,6
2016,Spring,"Gough, Walter",BUS,D018,3,18,12,9,2,10
2016,Spring,"Salah, Danny",BUS,D018,13,12,6,2,11,7
2016,Spring,"Yurtseven, Lale",BUS,D018,29,11,5,1,2,5
2016,Spring,"Lilly, Byron",BUS,D021,10,8,9,4,3,8
2016,Spring,"Spencer, Sandra",BUS,D054,10,6,2,0,15,6
2016,Spring,"Cappello, Emmanuele",BUS,D055,16,10,5,2,8,4
2016,Spring,"Cappello, Emmanuele",BUS,D056,30,10,4,1,5,2
2016,Spring,"Voyvodich, Nick",BUS,D057,4,9,5,3,19,2
2016,Spring,"Takyi, Oduro",BUS,D058,5,12,3,0,8,16
2016,Spring,"Garbe, Emily",BUS,D059,23,6,0,1,2,6
2016,Spring,"Yurtseven, Lale",BUS,D060,20,11,8,1,3,7
2016,Spring,"Voyvodich, Nick",BUS,D065,11,6,4,2,6,4
2016,Spring,"Hernandez, Guillermo",BUS,D070,13,4,5,0,8,3
2016,Spring,"Takyi, Oduro",BUS,D085,13,16,2,1,4,11
2016,Spring,"Morgan, Dionne",BUS,D089,14,11,6,2,4,6
2016,Spring,"Bennett, Brian",BUS,D090,5,11,10,6,3,5
2016,Spring,"Morgan, Dionne",BUS,D090,15,17,2,5,4,5
2016,Spring,"Garbe, Emily",BUS,D091,33,8,2,0,1,2
2016,Spring,"Fritz, Michele",BUS,D096,13,13,13,2,1,4
2016,Spring,"Ebesugawa, Martina",C D,D010G,22,2,2,2,3,1
2016,Spring,"Zarghami, Fatemeh",C D,D010G,15,12,4,0,1,2
2016,Spring,"Wilkie, Zana",C D,D010G,12,7,4,2,5,2
2016,Spring,"Sun, Li",C D,D010G,3,8,9,3,3,2
2016,Spring,"Leal, Ana",C D,D010G,16,8,2,0,3,4
2016,Spring,"Buchanan, Angela",C D,D010H,5,5,5,0,5,6
2016,Spring,"Buchanan, Angela",C D,D010H,4,4,9,1,4,7
2016,Spring,"Sun, Li",C D,D010H,4,2,2,0,3,1
2016,Spring,"Qian, Ping",C D,D010H,15,7,6,1,2,1
2016,Spring,"Leal, Ana",C D,D010H,26,4,1,2,1,1
2016,Spring,"Sun, Li",C D,D012,14,1,0,1,3,3
2016,Spring,"Cruz, Mayra",C D,D012,15,9,2,0,2,0
2016,Spring,"Maleksalehi, Jila",C D,D012,18,7,1,0,0,1
2016,Spring,"Wilkie, Zana",C D,D050,22,9,1,1,4,0
2016,Spring,"Sun, Li",C D,D050,1,13,6,1,0,2
2016,Spring,"Vargas, Nellie",C D,D050,35,3,0,0,1,1
2016,Spring,"Langfelder, Diane",C D,D051A,4,0,3,0,0,0
2016,Spring,"Langfelder, Diane",C D,D051A,2,2,1,0,0,1
2016,Spring,"Langfelder, Diane",C D,D051B,3,1,0,0,0,0
2016,Spring,"Langfelder, Diane",C D,D051B,2,0,0,0,0,0
2016,Spring,"Ebesugawa, Martina",C D,D052,27,7,0,2,2,3
2016,Spring,"De Motta, Phyllis",C D,D053,19,13,3,0,2,1
2016,Spring,"Buchanan, Angela",C D,D054,5,9,3,0,0,5
2016,Spring,"De Motta, Phyllis",C D,D054,22,14,0,0,2,4
2016,Spring,"Vargas, Nellie",C D,D057,16,0,0,0,0,1
2016,Spring,"Vargas, Nellie",C D,D057,16,0,0,0,0,1
2016,Spring,"Zarghami, Fatemeh",C D,D058,16,11,2,0,1,3
2016,Spring,"Ferrer, Frederick",C D,D059H,15,1,2,0,3,2
2016,Spring,"Tambe, Jayanti",C D,D061,17,6,0,0,2,2
2016,Spring,"Vargas, Nellie",C D,D064,26,16,0,0,1,0
2016,Spring,"Maleksalehi, Jila",C D,D068,34,15,4,0,3,1
2016,Spring,"Talamantez, Rachel",C D,D074,15,1,0,0,1,0
2016,Spring,"Muzzi, Cinzia",CHEM,D001A,8,11,3,4,2,2
2016,Spring,"Muzzi, Cinzia",CHEM,D001A,11,6,7,2,3,0
2016,Spring,"Wan, Kanny",CHEM,D001A,7,7,6,1,1,8
2016,Spring,"Wan, Kanny",CHEM,D001A,6,4,10,3,1,6
2016,Spring,"Muzzi, Cinzia",CHEM,D001A,11,10,6,1,1,1
2016,Spring,"Gray, David",CHEM,D001B,14,12,2,2,0,0
2016,Spring,"Gray, David",CHEM,D001B,14,10,2,3,0,1
2016,Spring,"Cihonski, John",CHEM,D001B,7,8,5,2,2,6
2016,Spring,"Feiler, David",CHEM,D001B,8,10,10,0,0,2
2016,Spring,"Subramaniam, Ramachandran",CHEM,D001C,14,13,2,0,0,2
2016,Spring,"Subramaniam, Ramachandran",CHEM,D001C,14,9,3,0,0,4
2016,Spring,"Lo, Billie",CHEM,D001C,14,9,1,1,0,5
2016,Spring,"Zlatogorov, Elena",CHEM,D010,11,5,1,0,1,3
2016,Spring,"Zlatogorov, Elena",CHEM,D010,11,1,1,0,0,2
2016,Spring,"Bakhtar, Paria",CHEM,D010,5,4,6,3,4,2
2016,Spring,"Khouderchah, Nada",CHEM,D012B,10,10,1,0,0,4
2016,Spring,"Khouderchah, Nada",CHEM,D012B,13,4,2,0,0,2
2016,Spring,"Woodbury, Erik",CHEM,D012C,16,4,3,0,0,1
2016,Spring,"Woodbury, Erik",CHEM,D012C,8,4,1,0,0,0
2016,Spring,"Gray, David",CHEM,D012C,14,6,4,0,0,0
2016,Spring,"Tong, Homer",CHEM,D025,3,10,9,2,3,3
2016,Spring,"Tong, Homer",CHEM,D025,3,8,12,3,0,2
2016,Spring,"Tong, Homer",CHEM,D025,5,6,9,0,2,1
2016,Spring,"Tong, Homer",CHEM,D025,4,5,11,0,2,6
2016,Spring,"Tong, Homer",CHEM,D025,5,3,5,4,2,4
2016,Spring,"Tong, Homer",CHEM,D025,2,3,5,2,5,5
2016,Spring,"DeMello, Nicholas",CHEM,D030A,8,6,9,1,1,1
2016,Spring,"DeMello, Nicholas",CHEM,D030A,4,11,7,3,2,1
2016,Spring,"Maxwell, James",CHEM,D030B,17,7,3,1,0,2
2016,Spring,"Muzzi, Cinzia",CHEM,D077X,0,0,0,0,0,0
2016,Spring,"Hepburn, William",CIS,D002,9,7,6,2,6,3
2016,Spring,"Morgan Jr, Alexander",CIS,D003,14,11,7,2,1,5
2016,Spring,"Morgan Jr, Alexander",CIS,D003,19,8,2,0,3,9
2016,Spring,"Hepburn, William",CIS,D003,10,20,8,3,8,5
2016,Spring,"Dundurs, Karina",CIS,D003,35,1,2,2,3,1
2016,Spring,"Whitehill, Anita",CIS,D003,13,16,12,3,10,8
2016,Spring,"Sherby, Mark",CIS,D004,23,6,3,1,5,1
2016,Spring,"Dundurs, Karina",CIS,D004,11,5,2,1,6,6
2016,Spring,"Sherby, Mark",CIS,D004,24,2,4,1,3,1
2016,Spring,"Linn Jr, Arthur",CIS,D014A,19,8,0,1,4,7
2016,Spring,"Oldham, Ira",CIS,D018A,30,9,0,0,1,3
2016,Spring,"Krishnamurthy, Lalitha",CIS,D018A,20,8,3,2,2,4
2016,Spring,"Goel, Manish",CIS,D022A,19,3,6,0,5,10
2016,Spring,"Lee-Klawender, Cynthia",CIS,D022A,11,7,4,6,6,7
2016,Spring,"Parrish, Jennifer",CIS,D022A,29,9,2,3,1,1
2016,Spring,"So, Hann",CIS,D022A,5,1,9,3,13,7
2016,Spring,"Oldham, Ira",CIS,D022A,18,12,9,1,2,2
2016,Spring,"Yu, Linyun",CIS,D022A,8,9,3,0,8,11
2016,Spring,"Pacheco, Hellen",CIS,D022A,17,15,6,2,2,2
2016,Spring,"Bentley, Joe",CIS,D022A,12,7,3,2,11,12
2016,Spring,"Bentley, Joe",CIS,D022A,12,6,0,2,8,14
2016,Spring,"Pape, Mary",CIS,D022B,23,11,3,0,1,7
2016,Spring,"Yu, Linyun",CIS,D022B,23,4,1,0,2,7
2016,Spring,"Nguyen, Hoang",CIS,D022B,11,4,2,5,8,10
2016,Spring,"Ahrens, Edward",CIS,D022B,33,9,4,1,1,5
2016,Spring,"Oldham, Ira",CIS,D022B,28,5,1,0,2,4
2016,Spring,"Pacheco, Hellen",CIS,D022B,16,7,7,1,2,8
2016,Spring,"Yeh, Shu",CIS,D022B,30,9,4,1,2,3
2016,Spring,"Goel, Manish",CIS,D022C,25,10,2,0,0,3
2016,Spring,"Parrish, Jennifer",CIS,D022C,33,7,2,0,0,1
2016,Spring,"Lee-Klawender, Cynthia",CIS,D022C,12,5,3,1,4,3
2016,Spring,"Larkin, Grant",CIS,D022C,24,3,0,0,5,7
2016,Spring,"Larkin, Grant",CIS,D029,38,1,0,0,3,6
2016,Spring,"So, Hann",CIS,D035A,11,7,5,2,7,2
2016,Spring,"Singh, Sukhjit",CIS,D035A,41,11,0,2,3,9
2016,Spring,"Lee-Klawender, Cynthia",CIS,D035A,15,6,2,0,4,15
2016,Spring,"Singh, Sukhjit",CIS,D035B,19,6,1,0,3,12
2016,Spring,"Singh, Sukhjit",CIS,D036A,16,8,1,0,3,6
2016,Spring,"Parrish, Jennifer",CIS,D036A,20,9,4,3,4,4
2016,Spring,"Moussalem, Mounjed",CIS,D036B,6,5,2,4,2,3
2016,Spring,"Nguyen, Tuan",CIS,D053,1,8,3,6,3,14
2016,Spring,"Goel, Manish",CIS,D055,13,4,3,0,6,10
2016,Spring,"Sherby, Mark",CIS,D056,21,2,3,3,5,5
2016,Spring,"Nguyen, Tuan",CIS,D064A,5,9,7,1,3,9
