Year,Semester,Instructor,Subj,Crse,A,B,C,D,F,W
2015,Fall,"Argabrite, Diana",ARTS,D072,6,0,0,0,0,0
2015,Fall,"Olejniczak, Paul",ASTR,D004,113,18,8,1,2,0
2015,Fall,"Harrington, Sherwood",ASTR,D004,34,43,40,7,11,6
2015,Fall,"Harrington, Sherwood",ASTR,D004,56,34,26,2,6,9
2015,Fall,"Harrington, Sherwood",ASTR,D004,16,20,21,1,7,5
2015,Fall,"Cichanski, Marek",ASTR,D004,28,46,33,2,23,10
2015,Fall,"Peterson, Eric",ASTR,D004,5,23,18,8,6,11
2015,Fall,"Cichanski, Marek",ASTR,D010,8,13,18,4,17,5
2015,Fall,"Peterson, Eric",ASTR,D010,6,22,15,8,5,11
2015,Fall,"Brandt, Michael",AUTO,D050A,5,7,10,3,2,5
2015,Fall,"Brandt, Michael",AUTO,D050A,7,12,8,3,4,5
2015,Fall,"Brandt, Michael",AUTO,D050A,5,8,9,3,4,9
2015,Fall,"Brandt, Michael",AUTO,D050A,2,11,11,4,3,6
2015,Fall,"Brandt, Michael",AUTO,D050B,3,14,1,0,0,5
2015,Fall,"O’Brien, Forrest",AUTO,D050B,7,4,3,1,1,2
2015,Fall,"Wishart, William",AUTO,D050B,13,5,0,0,1,2
2015,Fall,"O’Brien, Forrest",AUTO,D050B,6,5,2,0,2,2
2015,Fall,"McCart, Michael",AUTO,D053A,5,7,7,5,1,1
2015,Fall,"McCart, Michael",AUTO,D060,3,11,2,3,2,3
2015,Fall,"Walton, Johnathan",AUTO,D060A,2,5,4,4,3,0
2015,Fall,"Walton, Johnathan",AUTO,D060B,0,5,8,2,1,1
2015,Fall,"Walton, Johnathan",AUTO,D060D,2,7,7,1,1,1
2015,Fall,"Walton, Johnathan",AUTO,D060E,4,8,3,0,1,1
2015,Fall,"Maynard, Richard",AUTO,D061A,5,4,4,4,4,2
2015,Fall,"Maynard, Richard",AUTO,D061B,3,5,3,2,1,6
2015,Fall,"Maynard, Richard",AUTO,D063,3,2,9,3,3,2
2015,Fall,"Capitolo, David",AUTO,D064,6,5,3,0,2,3
2015,Fall,"McCart, Michael",AUTO,D065P,5,9,3,0,0,3
2015,Fall,"McCart, Michael",AUTO,D065W,5,9,3,0,0,3
2015,Fall,"Bryant, Robert",AUTO,D091A,4,11,10,0,0,1
2015,Fall,"Bryant, Robert",AUTO,D092A,5,10,5,5,0,1
2015,Fall,"Capitolo, David",AUTO,D094A,14,7,4,0,0,0
2015,Fall,"Capitolo, David",AUTO,D094B,4,13,7,0,1,0
2015,Fall,"Vernazza, Lawrence",AUTO,D099A,12,7,6,0,0,0
2015,Fall,"Vernazza, Lawrence",AUTO,D099B,16,3,4,2,0,0
2015,Fall,"Mccauley, Brian",BIOL,D006A,6,8,10,8,1,2
2015,Fall,"Mccauley, Brian",BIOL,D006A,3,9,4,9,7,6
2015,Fall,"Heyer, Bruce",BIOL,D006A,4,7,14,1,2,8
2015,Fall,"Heyer, Bruce",BIOL,D006A,6,9,8,3,2,6
2015,Fall,"Mcpartlan, Elizabeth",BIOL,D006A,2,12,9,1,3,7
2015,Fall,"Mcpartlan, Elizabeth",BIOL,D006A,8,11,7,2,4,5
2015,Fall,"Webb, William",BIOL,D010,1,10,11,1,1,2
2015,Fall,"Webb, William",BIOL,D010,5,9,4,0,5,5
2015,Fall,"Sengupta, Susmita",BIOL,D010,5,7,10,2,6,2
2015,Fall,"Sengupta, Susmita",BIOL,D010,8,8,3,4,4,5
2015,Fall,"Bram, Jason",BIOL,D010,12,10,6,1,3,7
2015,Fall,"Bram, Jason",BIOL,D010,12,4,12,1,3,3
2015,Fall,"Cuff-Alvarado, Judy",BIOL,D010,13,13,6,1,0,2
2015,Fall,"Cuff-Alvarado, Judy",BIOL,D010,9,4,13,1,2,1
2015,Fall,"Mousavi Shafaei, Parisa",BIOL,D010,4,5,4,3,8,7
2015,Fall,"Mousavi Shafaei, Parisa",BIOL,D010,6,4,7,4,6,3
2015,Fall,"Pane, Eric",BIOL,D010,3,9,7,2,9,2
2015,Fall,"Pane, Eric",BIOL,D010,6,6,6,6,5,1
2015,Fall,"Pal, Gayatri",BIOL,D011,8,6,3,0,4,6
2015,Fall,"Sundaram, Vidyodhaya",BIOL,D011,4,14,2,2,3,3
2015,Fall,"Sundaram, Vidyodhaya",BIOL,D011,8,6,8,2,4,2
2015,Fall,"Kang’a, Simon",BIOL,D011,5,4,8,3,11,2
2015,Fall,"Kang’a, Simon",BIOL,D011,5,8,7,4,4,2
2015,Fall,"Kang’a, Simon",BIOL,D011,6,2,5,3,6,5
2015,Fall,"Kang’a, Simon",BIOL,D011,3,2,2,1,10,2
2015,Fall,"Morikang, Ebenezer",BIOL,D011,9,6,5,1,2,4
2015,Fall,"Johnson, Robert",BIOL,D011,11,8,6,0,0,3
2015,Fall,"Johnson, Robert",BIOL,D011,8,8,4,1,2,1
2015,Fall,"Bram, Jason",BIOL,D013,12,3,8,0,0,5
2015,Fall,"Bram, Jason",BIOL,D013,8,5,7,5,3,6
2015,Fall,"Spanggord, Doris",BIOL,D026,6,6,7,6,0,2
2015,Fall,"Bordignon, Guido",BIOL,D026,9,11,6,0,0,1
2015,Fall,"Daniel, Ann",BIOL,D026,7,11,5,0,4,4
2015,Fall,"Balabanian, Nora",BIOL,D040A,13,13,7,2,3,0
2015,Fall,"Balabanian, Nora",BIOL,D040A,14,13,7,3,1,1
2015,Fall,"Kalpin, Robert",BIOL,D040A,7,9,7,2,3,6
2015,Fall,"Kalpin, Robert",BIOL,D040A,13,6,5,3,0,8
2015,Fall,"Annen, Vickie",BIOL,D040A,11,7,14,1,3,1
2015,Fall,"Annen, Vickie",BIOL,D040A,2,14,10,4,3,5
2015,Fall,"Annen, Vickie",BIOL,D040A,6,7,14,5,4,2
2015,Fall,"Sengupta, Lakshmikanta",BIOL,D040B,8,11,3,2,0,4
2015,Fall,"Sengupta, Lakshmikanta",BIOL,D040B,9,10,9,1,0,1
2015,Fall,"Mousavi Shafaei, Parisa",BIOL,D040B,4,7,3,2,1,2
2015,Fall,"Angeles, Miguel",BIOL,D040C,18,9,3,1,0,1
2015,Fall,"Angeles, Miguel",BIOL,D040C,10,12,3,1,3,1
2015,Fall,"Angeles, Miguel",BIOL,D040C,3,6,2,1,0,2
2015,Fall,"Miller, Anne",BIOL,D045,9,12,4,1,3,6
2015,Fall,"Miller, Anne",BIOL,D045,6,11,11,1,3,5
2015,Fall,"Cuff-Alvarado, Judy",BIOL,D054G,13,7,10,1,4,5
2015,Fall,"Cuff-Alvarado, Judy",BIOL,D054H,10,8,10,4,19,3
2015,Fall,"Heyer, Bruce",BIOL,D06AH,0,1,0,0,0,0
2015,Fall,"Mcpartlan, Elizabeth",BIOL,D06AH,0,0,2,0,0,0
2015,Fall,"Spanggord, Doris",BIOL,D077,2,0,0,0,0,0
2015,Fall,"Spanggord, Doris",BIOL,D077X,1,0,0,0,0,0
2015,Fall,"Spanggord, Doris",BIOL,D086,2,0,0,0,0,0
2015,Fall,"Spanggord, Doris",BIOL,D086X,3,0,0,0,0,0
2015,Fall,"Spanggord, Doris",BIOL,D087,3,0,0,0,0,0
2015,Fall,"Fritz, Michele",BUS,D010,14,19,7,4,2,4
2015,Fall,"Lilly, Byron",BUS,D010,10,6,12,16,4,6
2015,Fall,"Fritz, Michele",BUS,D010,13,10,8,3,3,10
2015,Fall,"Garbe, Emily",BUS,D010,43,7,3,2,0,0
2015,Fall,"Brien, Richard",BUS,D010,7,13,11,2,5,8
2015,Fall,"Cappello, Emmanuele",BUS,D010,27,16,4,2,7,2
2015,Fall,"Garbe, Emily",BUS,D010,23,16,5,2,5,1
2015,Fall,"Cappello, Emmanuele",BUS,D010,17,20,10,3,8,1
2015,Fall,"Niedermier, Gary",BUS,D010,10,15,6,3,7,15
2015,Fall,"Fritz, Michele",BUS,D010,1,0,0,0,0,0
2015,Fall,"Grove, Richard",BUS,D010,27,5,4,0,5,2
2015,Fall,"Lilly, Byron",BUS,D010,8,12,13,9,11,16
2015,Fall,"Stringer, David",BUS,D010,36,11,8,0,2,4
2015,Fall,"Lilly, Byron",BUS,D010,13,15,5,7,4,10
2015,Fall,"Goularte, Ronald",BUS,D018,6,18,14,3,3,4
2015,Fall,"Gough, Walter",BUS,D018,19,15,8,5,2,1
2015,Fall,"Lilly, Byron",BUS,D018,7,7,13,9,4,7
2015,Fall,"Ritchie, John",BUS,D018,26,16,7,4,3,4
2015,Fall,"Ritchie, John",BUS,D018,27,15,8,2,2,2
2015,Fall,"Gough, Walter",BUS,D018,5,7,16,7,9,4
2015,Fall,"Salah, Danny",BUS,D018,2,17,13,2,13,5
2015,Fall,"Yurtseven, Lale",BUS,D018,11,15,9,2,4,2
2015,Fall,"Salah, Danny",BUS,D018,6,8,17,0,9,3
2015,Fall,"Lilly, Byron",BUS,D021,8,13,15,6,3,7
2015,Fall,"Cappello, Emmanuele",BUS,D055,13,10,5,0,8,3
2015,Fall,"Voyvodich, Nick",BUS,D056,11,6,11,2,6,6
2015,Fall,"Cappello, Emmanuele",BUS,D056,22,7,8,3,4,2
2015,Fall,"Takyi, Oduro",BUS,D058,5,8,2,0,26,4
2015,Fall,"Niedermier, Gary",BUS,D059,12,1,0,0,9,10
2015,Fall,"Garbe, Emily",BUS,D059,17,4,2,1,0,10
2015,Fall,"Yurtseven, Lale",BUS,D060,18,9,5,4,5,11
2015,Fall,"Fritz, Michele",BUS,D065,13,17,8,3,5,5
2015,Fall,"Hernandez, Guillermo",BUS,D070,10,6,2,7,3,7
2015,Fall,"Takyi, Oduro",BUS,D085,17,11,2,0,3,14
2015,Fall,"Shan, Wenlei",BUS,D087,11,9,3,7,3,3
2015,Fall,"Morgan, Dionne",BUS,D089,23,6,3,2,7,6
2015,Fall,"Brien, Richard",BUS,D090,6,15,19,2,3,3
2015,Fall,"Stringer, David",BUS,D090,18,6,5,5,8,7
2015,Fall,"Shan, Wenlei",BUS,D090,13,14,11,5,5,6
2015,Fall,"Garbe, Emily",BUS,D091,28,6,1,1,1,6
2015,Fall,"Fritz, Michele",BUS,D096,25,14,6,2,1,6
2015,Fall,"Zarghami, Fatemeh",C D,D010G,12,10,3,1,2,0
2015,Fall,"Wilkie, Zana",C D,D010G,10,2,6,3,5,5
2015,Fall,"Buchanan, Angela",C D,D010G,4,10,6,2,6,6
2015,Fall,"Wilkie, Zana",C D,D010G,13,3,5,4,6,2
2015,Fall,"Leal, Ana",C D,D010G,24,4,0,2,4,2
2015,Fall,"Buchanan, Angela",C D,D010H,9,11,4,1,6,3
2015,Fall,"Maleksalehi, Jila",C D,D010H,11,7,3,0,2,2
2015,Fall,"Leal, Ana",C D,D010H,17,4,4,1,3,3
2015,Fall,"Vargas, Nellie",C D,D012,23,3,0,0,4,2
2015,Fall,"Cruz, Mayra",C D,D012,11,12,5,0,0,4
2015,Fall,"Mckeithan, Sandra",C D,D012,3,10,4,1,3,5
2015,Fall,"Wilkie, Zana",C D,D050,19,6,2,0,1,2
2015,Fall,"Vargas, Nellie",C D,D050,35,0,0,0,1,1
2015,Fall,"Maleksalehi, Jila",C D,D050,19,5,0,0,1,5
2015,Fall,"Langfelder, Diane",C D,D051A,2,1,2,0,0,0
2015,Fall,"Langfelder, Diane",C D,D051A,6,0,0,0,0,1
2015,Fall,"De Motta, Phyllis",C D,D051A,2,7,0,0,2,0
2015,Fall,"De Motta, Phyllis",C D,D051A,2,4,0,0,0,1
2015,Fall,"Langfelder, Diane",C D,D051B,2,2,0,0,0,0
2015,Fall,"Langfelder, Diane",C D,D051B,2,1,0,0,0,0
2015,Fall,"Ebesugawa, Martina",C D,D052,21,3,2,1,4,1
2015,Fall,"De Motta, Phyllis",C D,D053,16,14,1,0,4,5
2015,Fall,"Vargas, Nellie",C D,D054,44,7,0,0,0,2
2015,Fall,"Vargas, Nellie",C D,D055,54,0,0,0,0,0
2015,Fall,"Cochran, Linda",C D,D057,7,1,3,0,2,2
2015,Fall,"Zarghami, Fatemeh",C D,D058,16,8,4,0,3,1
2015,Fall,"Qian, Ping",C D,D059G,18,16,0,0,1,1
2015,Fall,"Tambe, Jayanti",C D,D063,18,6,1,1,1,7
2015,Fall,"Thompson, Jamel",C D,D064,28,1,1,0,2,3
2015,Fall,"Talamantez, Rachel",C D,D072,15,4,1,1,0,5
2015,Fall,"Cochran, Linda",C D,D075,15,7,1,1,0,3
2015,Fall,"Cruz, Mayra",C D,D077W,1,0,0,0,0,0
2015,Fall,"Cruz, Mayra",C D,D077X,5,1,0,0,1,1
2015,Fall,"Gray, David",CHEM,D001A,8,7,5,4,1,5
2015,Fall,"Gray, David",CHEM,D001A,11,6,3,3,0,7
2015,Fall,"Wan, Kanny",CHEM,D001A,6,11,5,2,3,3
2015,Fall,"Wan, Kanny",CHEM,D001A,7,9,5,2,4,2
2015,Fall,"Subramaniam, Ramachandran",CHEM,D001A,12,9,5,2,0,2
2015,Fall,"Subramaniam, Ramachandran",CHEM,D001A,14,10,5,0,0,1
2015,Fall,"Lane, Michael",CHEM,D001A,5,4,7,4,2,6
2015,Fall,"Lane, Michael",CHEM,D001A,10,5,11,0,0,4
2015,Fall,"Muzzi, Cinzia",CHEM,D001B,7,5,6,5,3,4
2015,Fall,"Muzzi, Cinzia",CHEM,D001B,5,8,10,3,2,2
2015,Fall,"Khouderchah, Nada",CHEM,D001B,11,12,4,0,0,3
2015,Fall,"Lo, Billie",CHEM,D001C,19,5,3,1,0,2
2015,Fall,"Lo, Billie",CHEM,D001C,13,9,5,0,1,1
2015,Fall,"Zlatogorov, Elena",CHEM,D010,15,2,0,0,2,2
2015,Fall,"Zlatogorov, Elena",CHEM,D010,9,3,2,0,5,5
2015,Fall,"Cihonski, John",CHEM,D010,2,4,4,0,5,7
2015,Fall,"Woodbury, Erik",CHEM,D012A,10,4,7,2,2,1
2015,Fall,"Woodbury, Erik",CHEM,D012A,8,6,8,2,1,1
2015,Fall,"Gray, David",CHEM,D012A,12,6,6,1,0,1
2015,Fall,"Tong, Homer",CHEM,D025,3,5,9,2,1,4
2015,Fall,"Tong, Homer",CHEM,D025,5,4,6,2,3,5
2015,Fall,"Tong, Homer",CHEM,D025,6,6,9,1,4,3
2015,Fall,"Tong, Homer",CHEM,D025,4,3,10,1,5,3
2015,Fall,"Garnel, Howard",CHEM,D025,2,2,1,1,8,6
2015,Fall,"Garnel, Howard",CHEM,D025,5,1,3,2,2,9
2015,Fall,"DeMello, Nicholas",CHEM,D030A,4,10,11,2,1,2
2015,Fall,"DeMello, Nicholas",CHEM,D030A,10,4,8,2,2,4
2015,Fall,"Maxwell, James",CHEM,D030A,16,8,4,1,1,0
2015,Fall,"Muzzi, Cinzia",CHEM,D030B,8,3,3,0,1,3
2015,Fall,"Muzzi, Cinzia",CHEM,D077,0,0,0,0,0,0
2015,Fall,"Taylor, Valerie",CIS,D002,10,6,5,3,4,6
2015,Fall,"Georgiou, Speranta",CIS,D003,3,11,20,1,1,2
2015,Fall,"Georgiou, Speranta",CIS,D003,5,10,21,0,0,2
